SLC25A26	351113
TUBA3C	13082
TPTE2	118886
MPHOSPH8	44811
PSPC1	113246
ZMYM5	45154
ZMYM2	138158
GJA3	27794
GJB2	10428
GJB6	15424
CRYL1	127190
IFT88	129918
IL17D	25971
N6AMT2	50227
XPO4	130718
LATS2	93515
SAP18	13568
SKA3	28007
MRP63	7439
ZDHHC20	88246
MICU2	116517
FGF9	38115
SGCG	149244
SACS	109876
TNFRSF19	110723
MIPEP	164230
C1QTNF9B	16556
SPATA13	332268
C1QTNF9	20369
PARP4	96884
ATP12A	36372
RNF17	120769
CENPJ	44847
PABPC3	8089
AMER2	15604
MTMR6	64840
NUPL1	53276
ATP8A2	658780
SHISA2	11434
RNF6	95538
CDK8	156099
WASF3	136245
GPR12	10581
USP12	110740
RPL21	10382
RASL11A	8363
GTF3A	16277
MTIF3	19963
LNX2	79491
POLR1D	51645
GSX1	7125
PDX1	11211
ATP5EP2	5384
CDX2	14002
URAD	15940
FLT3	102318
PAN3	161832
FLT1	199776
POMP	24821
SLC46A3	23906
MTUS2	484144
SLC7A1	91278
UBL3	91313
KATNAL1	109854
HMGB1	163850
USPL1	46856
ALOX5AP	33911
MEDAG	24381
TEX26	47799
HSPH1	30763
B3GALTL	137340
RXFP2	68335
FRY	270357
ZAR1L	16644
BRCA2	89194
N4BP2L1	32454
N4BP2L2	111416
PDS5B	196593
KL	55075
STARD13	252495
RFC3	153509
NBEA	735735
MAB21L1	7906
DCLK1	364965
SOHLH2	134634
CCDC169-SOHLH2	134048
CCDC169	75795
SPG20	73542
SPG20OS	28170
CCNA1	16052
SERTM1	28927
RFXAP	15401
SMAD9	80934
ALG5	55486
EXOSC8	15797
SUPT20H	55401
CSNK1A1L	7405
POSTN	41261
TRPC4	238789
UFM1	18154
FREM2	203808
STOML3	30141
PROSER1	33249
NHLRC3	16803
LHFP	265636
COG6	141038
FOXO1	115930
MRPS31	46877
SLC25A15	25699
ELF1	134520
WBP4	27727
KBTBD6	10177
KBTBD7	9733
MTRF1	52237
NAA16	70825
RGCC	18323
VWA8	399283
DGKH	221538
AKAP11	56107
TNFSF11	50277
FAM216B	14997
EPSTI1	110883
DNAJC15	90706
ENOX1	578390
CCDC122	60782
LACC1	19648
SMIM2	22714
SERP2	29049
TSC22D1	148628
NUFIP1	55234
GPALPP1	49059
GTF2F2	168587
KCTD4	13187
TPT1	9497
SLC25A30	30139
COG3	76705
FAM194B	86217
SPERT	17248
SIAH3	76466
ZC3H13	103294
CPB2	56890
LCP1	90951
LRRC63	70418
KIAA0226L	101186
LRCH1	204872
ESD	30976
HTR2A	70484
SUCLA2	106503
NUDT15	14655
MED4	46808
ITM2B	34769
RB1	183235
LPAR6	60133
RCBTB2	49274
CYSLTR2	7547
FNDC3A	238867
MLNR	7039
CDADC1	50571
CAB39L	140476
SETDB2	55709
PHF11	38377
RCBTB1	58637
ARL11	10573
EBPL	35752
KPNA3	98610
SPRYD7	28784
TRIM13	29593
KCNRG	10668
DLEU1	646065
DLEU7	137931
RNASEH2B	65782
FAM124A	66874
SERPINE3	33962
INTS6	105187
WDFY2	182527
DHRS12	41164
CCDC70	9249
ATP7B	83821
ALG11	22266
UTP14C	13909
NEK5	97121
NEK3	32221
THSD1	34324
VPS36	43026
CKAP2	26199
